50004,17.601,18.198,19.991,22.776,26.206,29.839,33.246,36.158,38.609,40.999,44.03,48.491,54.97,63.56,73.691,84.142,93.232,99.162,100.38,95.926,85.563,69.799,49.673,26.442,1.2792,-24.921,-51.534,-78.008,-103.59,-127.07,-146.84,-161.07,-168.19,-167.41,-158.99,-144.26,-125.39,-104.82,-84.755,-66.778,-51.69,-39.589,-30.119,-22.774,-17.151,-13.095,-10.717,-10.331,-12.32,-17.007,-24.516,-34.671,-46.925,-60.336,-73.622,-85.274,-93.724,-97.539,-95.595,-87.218,-72.274,-51.209,-25.012,4.8945,36.857,69.242,100.69,130.27,157.47,182.02,203.66,221.83,235.62,243.9,245.61,240.15,227.67,209.1,186.04,160.39,133.99,108.36,84.564,63.249,44.749,29.207,16.613,6.7701,-0.82382,-7.1099,-13.559,-22.137,-35.088,-54.515,-81.797,-116.99,-158.38,-202.39,-244.01,-277.65,-298.35,-302.89,-290.64,-263.62,-225.97,-182.85,-139.23,-98.888,-63.884,-34.617,-10.314,10.282,28.282,44.245,58.052,69.027,76.204,78.642,75.714,67.314,53.984,36.915,17.843,-1.1701,-18.047,-31.023,-38.935,-41.366,-38.637,-31.626,-21.492,-9.3913,3.7535,17.361,31.19,45.261,59.747,74.862,90.782,107.57,125.08,142.93,160.42,176.57,190.17,199.98,204.87,204.07,197.22,184.39,165.96,142.41,114.16,81.521,44.876,4.9755,-36.704,-77.811,-115.35,-146.31,-168.47,-181.07,-184.97,-182.12,-174.72,-164.24,-151,-134.37,-113.37,-87.444,-56.945,-23.131,12.137,46.852,79.246
50006,-157.2,-157.98,-159.17,-160.74,-162.54,-164.19,-165.04,-164.09,-160.01,-151.22,-136,-112.7,-80.049,-37.425,14.781,74.902,139.86,205.26,265.77,315.78,350.15,365.03,358.46,330.62,283.87,222.29,151.09,75.919,2.3118,-64.723,-120.83,-162.35,-186.41,-191.27,-176.76,-144.81,-99.707,-47.707,3.8481,47.923,79.191,95.043,95.897,84.76,66.235,45.319,26.307,12.041,3.572,0.22153,-0.029196,0.078164,-2.1856,-8.821,-20.556,-36.616,-54.885,-72.439,-86.316,-94.3,-95.494,-90.497,-81.15,-69.932,-59.222,-50.667,-44.833,-41.235,-38.689,-35.834,-31.643,-25.757,-18.548,-10.914,-3.9091,1.6572,5.4836,7.8116,9.221,10.278,11.19,11.614,10.71,7.4427,1.0397,-8.5046,-20.036,-31.08,-38.032,-36.741,-23.455,4.0529,45.47,97.394,153.52,205.61,245.11,264.91,260.79,232.25,182.39,117.12,43.889,-29.603,-96.462,-151.24,-190.19,-211.19,-213.58,-197.96,-166.09,-120.83,-66.133,-6.9925,50.835,101.32,138.87,159.16,159.87,140.98,104.79,55.342,-2.3373,-62.977,-121.61,-173.82,-215.87,-244.73,-258.33,-255.85,-238.04,-207.17,-166.7,-120.49,-72.039,-23.732,23.378,69.37,114.88,160.41,205.73,249.53,289.35,321.74,342.6,347.68,333.26,296.94,238.45,160.21,67.454,-32.299,-130.29,-217.87,-287.83,-335.29,-358.05,-356.5,-333.12,-291.88,-237.75,-176.17,-112.65,-52.263,0.85502,44.015,76.252,98.297,112.2,120.68,126.51,131.94,138.5,146.93,157.39
50008,110.12,104,96.543,87.621,77.158,65.179,51.828,37.384,22.267,7.0311,-7.6538,-21.041,-32.373,-40.986,-46.419,-48.528,-47.549,-44.093,-39.079,-33.597,-28.758,-25.538,-24.654,-26.481,-31.026,-37.942,-46.586,-56.107,-65.528,-73.826,-80.004,-83.146,-82.488,-77.493,-67.945,-54.042,-36.47,-16.437,4.3834,24.01,40.429,51.953,57.579,57.26,51.979,43.6,34.496,27.079,23.327,24.444,30.709,41.497,55.427,70.583,84.736,95.594,101.06,99.504,90.057,72.783,48.751,19.909,-11.202,-41.837,-69.437,-91.939,-107.95,-116.79,-118.41,-113.33,-102.49,-87.18,-68.936,-49.427,-30.309,-13.053,1.2316,11.954,19.134,23.421,25.997,28.364,32.044,38.219,47.413,59.298,72.709,85.87,96.8,103.77,105.65,102.12,93.559,80.758,64.581,45.651,24.245,0.4015,-25.807,-53.959,-83.063,-111.52,-137.3,-158.25,-172.53,-178.95,-177.21,-167.93,-152.49,-132.71,-110.43,-87.215,-64.097,-41.563,-19.657,1.8394,23.235,44.799,66.685,88.867,111.09,132.8,153.18,171.11,185.34,194.59,197.71,193.89,182.78,164.56,140.02,110.49,77.673,43.409,9.418,-22.906,-52.564,-78.879,-101.33,-119.43,-132.65,-140.5,-142.75,-139.51,-131.37,-119.28,-104.4,-87.962,-71.126,-54.919,-40.257,-27.95,-18.696,-13.026,-11.236,-13.289,-18.725,-26.591,-35.423,-43.335,-48.263,-48.344,-42.348,-30.037,-12.298,9.0149,31.504,52.767,70.886,84.711,93.897,98.753,99.997,98.508,95.151
50009,217.13,184.68,149.19,110.95,70.542,28.876,-12.823,-53.081,-90.3,-122.9,-149.45,-168.75,-179.88,-182.3,-175.91,-161.22,-139.37,-112.21,-82.136,-51.907,-24.239,-1.4105,15.127,25.029,29.15,29.417,28.488,29.252,34.238,45.064,62.007,83.828,107.9,130.65,148.31,157.66,156.81,145.54,125.32,98.946,69.855,41.426,16.387,-3.5145,-17.547,-25.797,-28.841,-27.433,-22.302,-14.098,-3.4833,8.717,21.384,33.08,42.171,47.079,46.598,40.169,28.015,11.085,-9.168,-31.105,-53.167,-74.032,-92.61,-107.97,-119.25,-125.72,-126.9,-122.7,-113.62,-100.67,-85.293,-69.089,-53.622,-40.211,-29.779,-22.75,-18.969,-17.698,-17.701,-17.47,-15.549,-10.873,-3.0491,7.5377,19.803,32.209,43.124,51.186,55.608,56.327,53.978,49.688,44.768,40.394,37.373,36.044,36.309,37.739,39.707,41.497,42.406,41.838,39.413,35.069,29.125,22.267,15.414,9.5156,5.3395,3.3288,3.5908,6.0003,10.349,16.449,24.12,33.084,42.815,52.462,60.875,66.77,68.938,66.46,58.858,46.169,28.963,8.3115,-14.295,-37.096,-58.268,-76.181,-89.643,-98.07,-101.55,-100.76,-96.783,-90.843,-84.078,-77.348,-71.154,-65.661,-60.795,-56.373,-52.201,-48.127,-44.031,-39.797,-35.284,-30.348,-24.875,-18.837,-12.295,-5.3653,1.8718,9.4393,17.471,26.124,35.417,45.086,54.524,62.876,69.258,72.992,73.755,71.561,66.613,59.118,49.183,36.833,22.117,5.2261,-13.46,-33.396,-53.957
50010,-177.51,-148.06,-113.8,-75.035,-32.571,12.215,57.328,100.28,138.32,168.85,189.77,199.89,199.09,188.3,169.39,144.74,116.9,88.13,60.067,33.57,8.7231,-14.963,-38.206,-61.587,-85.244,-108.74,-131.13,-151.17,-167.63,-179.6,-186.56,-188.43,-185.41,-177.82,-166.02,-150.41,-131.57,-110.47,-88.441,-67.153,-48.267,-33.06,-22.055,-14.82,-10.021,-5.7063,0.23541,9.5974,23.462,41.992,64.423,89.253,114.53,138.21,158.44,173.83,183.53,187.34,185.58,178.98,168.45,154.84,138.77,120.51,100.06,77.259,52.077,24.781,-3.9284,-32.938,-60.871,-86.311,-108.05,-125.26,-137.62,-145.22,-148.51,-148.07,-144.47,-138.17,-129.52,-118.79,-106.23,-92.072,-76.447,-59.37,-40.725,-20.391,1.5624,24.676,48.005,70.191,89.691,105.08,115.32,119.89,118.82,112.53,101.76,87.418,70.552,52.36,34.162,17.333,3.1559,-7.3633,-13.678,-15.822,-14.433,-10.663,-5.9979,-2.0077,-0.084902,-1.2267,-5.9101,-14.086,-25.274,-38.715,-53.507,-68.679,-83.207,-96.004,-105.94,-111.92,-113.07,-108.9,-99.424,-85.198,-67.238,-46.878,-25.619,-5.0073,13.475,28.525,39.181,45.021,46.325,44.121,40.042,36.008,33.814,34.752,39.389,47.552,58.482,71.081,84.139,96.5,107.14,115.2,120,121.09,118.28,111.67,101.57,88.528,73.149,56.067,37.851,18.969,-0.22294,-19.432,-38.343,-56.5,-73.221,-87.594,-98.595,-105.31,-107.17,-104.11,-96.572,-85.423,-71.739,-56.62,-41.042
50012,20.301,2.743,-14.372,-29.955,-42.815,-51.88,-56.492,-56.678,-53.292,-47.896,-42.375,-38.385,-36.859,-37.777,-40.295,-43.181,-45.366,-46.38,-46.518,-46.676,-47.95,-51.148,-56.393,-62.932,-69.223,-73.266,-73.075,-67.151,-54.796,-36.163,-12.046,16.484,48.422,82.99,119.57,157.43,195.44,231.91,264.63,291.11,309.03,316.58,312.75,297.31,270.8,234.27,189.22,137.55,81.613,24.312,-30.98,-80.668,-121.41,-150.69,-167.35,-171.96,-166.72,-155.19,-141.54,-129.79,-122.96,-122.56,-128.27,-138.17,-149.17,-157.81,-161.03,-156.81,-144.56,-125.15,-100.65,-73.826,-47.649,-24.858,-7.6632,2.4178,4.6462,-0.88315,-13.214,-30.56,-50.457,-70.077,-86.675,-98.099,-103.18,-101.88,-95.056,-83.996,-69.826,-53.098,-33.718,-11.242,14.635,43.655,74.846,106.72,137.67,166.42,192.28,215.11,235.13,252.58,267.52,279.71,288.53,293.06,292.14,284.37,268.32,242.65,206.53,159.9,103.86,40.688,-26.203,-92.74,-154.76,-208.68,-252.01,-283.65,-303.75,-313.35,-313.73,-305.91,-290.32,-266.93,-235.57,-196.53,-150.99,-101.1,-49.864,-0.67068,43.198,78.991,104.74,119.35,122.56,114.83,97.34,71.894,40.952,7.5938,-24.587,-51.726,-70.098,-76.672,-69.727,-49.384,-17.89,20.491,60.063,94.682,118.96,129.34,124.76,106.66,78.32,43.834,7.0479,-29.113,-62.744,-92.532,-117.11,-134.58,-142.51,-138.45,-120.81,-89.588,-46.705,4.2684,58.863,112.61,161.75,203.71,237.09
50013,17.056,-0.39546,-17.903,-34.849,-50.486,-63.975,-74.45,-81.111,-83.327,-80.725,-73.237,-61.123,-44.953,-25.607,-4.2823,17.514,38.023,55.413,68.065,74.915,75.738,71.235,62.871,52.49,41.834,32.127,23.879,16.948,10.82,4.9746,-0.81613,-6.3563,-11.089,-14.298,-15.351,-13.895,-9.9588,-3.9535,3.3781,11.051,17.946,22.944,25.102,23.859,19.236,11.98,3.5753,-3.895,-8.0425,-6.5709,2.3023,19.477,44.707,76.471,111.97,147.31,177.8,198.56,205.24,194.87,166.59,122.04,65.281,2.0503,-61.244,-118.74,-166.13,-201.17,-223.79,-235.61,-239.19,-237.25,-231.88,-224.08,-213.57,-199.07,-178.82,-151.38,-116.34,-74.82,-29.51,15.793,56.927,90.222,113.17,124.73,125.28,116.34,100.12,79.207,56.278,33.864,14.128,-1.3713,-11.876,-17.471,-18.925,-17.32,-13.603,-8.2,-0.84429,9.3188,23.405,42.369,66.625,95.814,128.74,163.43,197.3,227.35,250.38,263.34,263.59,249.38,220.12,176.63,121.19,57.288,-10.817,-78.667,-142.21,-198.24,-244.61,-280.14,-304.35,-317.13,-318.47,-308.46,-287.43,-256.25,-216.54,-170.73,-121.86,-73.178,-27.616,12.611,46.289,73.27,94.337,110.92,124.71,137.23,149.4,161.24,171.78,179.18,181.2,175.7,161.28,137.58,105.45,66.758,24.033,-19.969,-62.676,-101.98,-136.38,-164.93,-187.1,-202.46,-210.47,-210.22,-200.47,-180.01,-148.14,-105.39,-53.805,2.9918,60.393,113.63,158.66,192.73,214.59,224.38,223.22
50014,10.267,-9.9448,-30.877,-51.459,-70.227,-85.413,-95.181,-97.984,-92.99,-80.435,-61.783,-39.58,-17.046,2.5191,16.338,22.638,20.902,11.879,-2.6289,-20.115,-37.779,-52.904,-63.15,-66.712,-62.335,-49.23,-26.961,4.6094,45.208,93.855,148.44,205.39,259.56,304.69,334.34,343.12,328.02,289.2,230.17,157.07,77.514,-0.91175,-71.879,-131.1,-176.52,-207.95,-226.43,-233.54,-230.83,-219.62,-201.01,-176.13,-146.36,-113.41,-79.212,-45.618,-14.156,14.128,38.603,58.832,74.314,84.36,88.168,85.093,75.008,58.586,37.396,13.757,-9.6177,-30.086,-45.525,-54.654,-57.159,-53.633,-45.358,-34.051,-21.601,-9.8523,-0.42777,5.4573,7.1688,4.7892,-0.86376,-8.3963,-16.179,-22.789,-27.399,-29.981,-31.211,-32.111,-33.536,-35.685,-37.804,-38.187,-34.5,-24.339,-5.8906,21.459,56.721,97.195,138.7,176.1,204.09,218.1,215.08,194.09,156.55,105.92,47.123,-14.366,-73.418,-125.94,-169.2,-201.77,-223.17,-233.41,-232.66,-221.1,-199.09,-167.34,-127.14,-80.305,-29.077,24.155,77.022,127.23,172.54,210.71,239.64,257.54,263.3,256.76,238.84,211.41,177.03,138.49,98.346,58.662,20.78,-14.639,-47.466,-77.863,-106.04,-132.05,-155.71,-176.57,-194.07,-207.73,-217.32,-222.95,-225.06,-224.17,-220.6,-214.26,-204.55,-190.47,-171.04,-145.66,-114.47,-78.512,-39.579,0.083155,38.188,72.776,102.45,126.48,144.75,157.69,166.12,171.04,173.53,174.58,175,175.37,176.03
50015,55.131,48.191,39.011,27.81,15.107,1.7549,-11.093,-22.094,-29.903,-33.384,-31.812,-24.991,-13.272,2.5317,21.286,41.702,62.481,82.387,100.27,115.05,125.65,131.05,130.33,122.8,108.13,86.412,58.163,24.256,-14.18,-55.826,-99.195,-142.6,-184.13,-221.63,-252.82,-275.43,-287.52,-287.78,-275.85,-252.51,-219.68,-180.11,-136.82,-92.482,-48.799,-6.2465,35.788,78.438,122.56,167.97,212.97,254.43,288.27,310.35,317.34,307.56,281.22,240.42,188.73,130.52,70.404,12.636,-39.195,-82.402,-115.29,-137.16,-148.27,-149.68,-143.07,-130.41,-113.74,-94.931,-75.618,-57.241,-41.109,-28.405,-20.08,-16.626,-17.839,-22.667,-29.279,-35.365,-38.61,-37.223,-30.35,-18.262,-2.2769,15.548,32.862,47.497,57.874,63.303,64.115,61.617,57.868,55.268,56.038,61.652,72.375,87.004,102.94,116.59,124.08,122.12,108.79,84.061,49.922,9.9838,-31.288,-69.523,-101.34,-124.92,-140.24,-148.76,-152.9,-155.28,-158.08,-162.45,-168.35,-174.51,-178.84,-178.89,-172.48,-158.2,-135.65,-105.51,-69.267,-28.827,13.86,57.038,99.178,138.85,174.52,204.47,226.84,239.92,242.53,234.34,216.17,189.83,157.92,123.33,88.742,56.299,27.375,2.6003,-17.972,-34.622,-47.73,-57.614,-64.459,-68.334,-69.27,-67.368,-62.898,-56.355,-48.454,-40.054,-32.034,-25.159,-19.972,-16.741,-15.454,-15.848,-17.454,-19.651,-21.742,-23.056,-23.062,-21.463,-18.237,-13.608,-7.9707,-1.7921,4.4757
50016,169.8,126.43,87.858,56.12,32.908,19.178,14.762,18.148,26.552,36.333,43.671,45.326,39.248,24.897,3.197,-23.804,-53.447,-83.001,-110.09,-132.93,-150.36,-161.74,-166.88,-165.92,-159.39,-148.13,-133.33,-116.27,-98.187,-80.12,-62.848,-47.006,-33.207,-22.102,-14.246,-9.7996,-8.1428,-7.6131,-5.5421,1.3081,15.967,40.352,74.526,116.41,162.05,206.43,244.5,272.29,287.59,290.24,281.83,265.08,243,218.13,192.13,165.56,138.1,108.94,77.22,42.523,5.1425,-33.774,-72.334,-108.24,-139.28,-163.91,-181.63,-193.11,-199.98,-204.29,-207.99,-212.44,-218.18,-224.95,-231.86,-237.57,-240.47,-238.85,-231.07,-215.8,-192.33,-160.84,-122.61,-79.946,-35.962,5.8641,42.257,70.689,89.786,99.496,100.97,96.227,87.651,77.549,67.81,59.774,54.279,51.851,52.91,57.957,67.642,82.694,103.72,130.9,163.63,200.31,238.21,273.7,302.65,321.11,325.97,315.54,289.85,250.61,200.86,144.34,84.841,25.665,-30.683,-82.533,-128.89,-169.21,-203.24,-230.99,-252.83,-269.57,-282.45,-292.85,-301.93,-310.09,-316.49,-318.94,-314.05,-297.88,-266.96,-219.28,-155.32,-78.44,5.1818,87.455,159.76,214.58,247.04,255.83,243.35,214.99,177.79,138.83,103.77,76.026,56.514,44.072,36.218,30.008,22.776,12.642,-1.2021,-18.42,-37.617,-56.581,-72.658,-83.229,-86.233,-80.623,-66.664,-45.962,-21.187,4.4516,27.84,46.522,59.033,64.944,64.685,59.249,49.882
